p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CTGF1	8.10970959789371e-198	2.45682189263097	0.948	0.16	1.56371420466586e-193	5	CTGF
SETBP1	3.70168248338358e-195	0.418524916123065	0.408	0.014	7.13758416446022e-191	5	SETBP1
SRPX2	1.15149093549292e-193	0.328010156407409	0.319	0.006	2.22030482181745e-189	5	SRPX2
MXRA7	3.42935047847724e-192	0.666161511125759	0.56	0.038	6.61247359259982e-188	5	MXRA7
CD248	8.36659557314882e-190	0.374009873026475	0.298	0.005	1.61324695841456e-185	5	CD248
IGFBP71	1.02254311128172e-188	2.09712280392405	0.99	0.178	1.97166762717342e-184	5	IGFBP7
MGP1	6.56773370512079e-188	3.55888667113905	0.937	0.182	1.26639041302139e-183	5	MGP
PIEZO2	1.33091519388293e-186	0.390507241928634	0.304	0.005	2.56627067684507e-182	5	PIEZO2
IGFBP6	7.09986661461336e-186	1.32970477088309	0.476	0.026	1.36899628062975e-181	5	IGFBP6
SGCE	1.29827178428018e-185	0.492189157163743	0.461	0.023	2.50332765444904e-181	5	SGCE
GPC6	1.61524235285082e-183	0.278788974950704	0.257	0.002	3.11451030476695e-179	5	GPC6
RARRES1	1.86517045947493e-182	1.40850082202095	0.55	0.039	3.59642167995957e-178	5	RARRES1
LHFPL61	1.30832476494407e-181	0.849881826785122	0.686	0.067	2.52271181176515e-177	5	LHFPL6
BMP5	6.22320375480536e-180	0.536894133656358	0.408	0.017	1.19995814800157e-175	5	BMP5
ADAMTSL2	1.62856946942453e-179	0.355991367523797	0.325	0.008	3.14020765094438e-175	5	ADAMTSL2
TGM2	1.66896133989861e-179	1.45936342590364	0.759	0.098	3.2180912555925e-175	5	TGM2
TIMP31	1.59813041406279e-177	1.95298688376271	0.921	0.169	3.08151506439587e-173	5	TIMP3
OLFML2B	1.00232012777505e-176	0.377028974403057	0.34	0.01	1.93267367037586e-172	5	OLFML2B
CAVIN31	3.1699915333187e-176	0.603725609591588	0.607	0.05	6.11237767454511e-172	5	CAVIN3
ECM1	9.25953703981627e-176	0.497573068694417	0.518	0.034	1.78542393201737e-171	5	ECM1
SERPING11	2.26040762073561e-175	1.4386941150397	0.942	0.186	4.35851797430241e-171	5	SERPING1
LAMP5	8.34045928292364e-173	0.368900596840049	0.251	0.003	1.60820735893334e-168	5	LAMP5
TBX2	3.74341656151615e-172	0.332904535940893	0.351	0.011	7.21805581391545e-168	5	TBX2
PDE1A	6.68704449286603e-172	0.295779755812313	0.272	0.004	1.28939591911443e-167	5	PDE1A
TNXB	1.54881713226083e-171	0.791311176978489	0.518	0.037	2.98642919442534e-167	5	TNXB
CPE	3.44113460534312e-171	1.02499293331496	0.576	0.047	6.6351957460226e-167	5	CPE
FRMD6	8.28122362426508e-170	0.275694593935956	0.283	0.005	1.59678553923079e-165	5	FRMD6
OSR1	2.59386375294539e-169	0.30479062796425	0.251	0.003	5.00148808842929e-165	5	OSR1
NDN	8.82042121065919e-169	0.589324392204883	0.644	0.063	1.70075361783931e-164	5	NDN
FILIP1L	5.49897051545809e-168	0.774781608202616	0.654	0.066	1.06031149479063e-163	5	FILIP1L
IGFBP5	2.18671812221022e-167	1.48611641296511	0.429	0.023	4.21642988324575e-163	5	IGFBP5
SH3D19	4.142429392586e-166	0.522019284831651	0.513	0.037	7.98743235478433e-162	5	SH3D19
GPX8	1.14000022803833e-165	0.40838798187973	0.44	0.024	2.19814843970352e-161	5	GPX8
TCF41	3.85889566097447e-165	0.854876156640133	0.77	0.097	7.44072261349097e-161	5	TCF4
ANGPTL2	6.205983563829e-165	0.41979928866714	0.346	0.012	1.19663775077751e-160	5	ANGPTL2
LAMA4	1.8665232515532e-164	0.466215736695779	0.45	0.026	3.59903013364488e-160	5	LAMA4
TPM1	1.14199248984843e-161	1.29139025125223	0.916	0.181	2.20198991892574e-157	5	TPM1
P4HA2	5.97549627551979e-161	0.578037726233188	0.581	0.053	1.15219519184573e-156	5	P4HA2
PLPP31	7.09842270868528e-161	0.793136340408737	0.623	0.063	1.3687178666887e-156	5	PLPP3
ROBO1	4.20719146861228e-159	0.294765786812533	0.298	0.008	8.11230658977821e-155	5	ROBO1
RND3	5.0336196833687e-159	0.727026124456689	0.539	0.044	9.70582547347153e-155	5	RND3
CERCAM	2.15459358090668e-157	0.37518909711801	0.393	0.019	4.15448734270427e-153	5	CERCAM
TMEM471	4.82860090238305e-157	0.434239111874251	0.445	0.027	9.31050825997499e-153	5	TMEM47
MEIS1	1.94729383469833e-155	0.272609758584746	0.298	0.009	3.75477197206533e-151	5	MEIS1
MYL9	1.4600016134696e-154	1.03335150409198	0.785	0.117	2.81517511109209e-150	5	MYL9
SEPT11	3.05589886190413e-154	0.882950132328263	0.743	0.107	5.89238418552355e-150	5	SEPT11
COX7A11	1.29529009267294e-153	0.567083522183	0.586	0.055	2.49757835669197e-149	5	COX7A1
MFGE8	2.32478630291351e-151	0.667325606300689	0.665	0.077	4.48265294927782e-147	5	MFGE8
CYBRD1	1.11101942091938e-150	0.727021749075211	0.686	0.087	2.14226764741676e-146	5	CYBRD1
ALDH1A3	1.3877601371917e-148	0.471852026113632	0.319	0.012	2.67587909653304e-144	5	ALDH1A3
TSHZ21	6.02536037816632e-147	0.5637219487175	0.482	0.037	1.16180998811803e-142	5	TSHZ2
TMEM45A	4.12809970696978e-146	0.295872728257672	0.351	0.016	7.95980185497912e-142	5	TMEM45A
LRP11	5.18156681215136e-146	0.971443000312023	0.822	0.141	9.99109712719025e-142	5	LRP1
ABCC9	1.05936824262281e-145	0.298363044452122	0.283	0.008	2.04267384542531e-141	5	ABCC9
COL4A11	5.79459362593859e-144	0.547180279266929	0.602	0.061	1.11731354295348e-139	5	COL4A1
PHLDB1	2.45919583685728e-143	0.467200466382063	0.435	0.03	4.7418214126282e-139	5	PHLDB1
PLEKHH2	3.08293815233216e-143	0.82333259067507	0.618	0.073	5.94452134532687e-139	5	PLEKHH2
CPXM2	9.05194790240412e-142	0.342226174391055	0.325	0.013	1.74539659454156e-137	5	CPXM2
CDC42EP5	2.83148253175886e-141	0.353531441857985	0.335	0.015	5.45966461773743e-137	5	CDC42EP5
RUNX1T1	1.09008787828182e-138	0.33796947060554	0.335	0.016	2.101907446903e-134	5	RUNX1T1
JAM3	6.58457401307373e-138	0.320166456326323	0.366	0.02	1.26963756120088e-133	5	JAM3
LMOD1	1.86462682235037e-137	0.27245617048348	0.267	0.008	3.59537343885598e-133	5	LMOD1
MSRB31	3.54452219372353e-137	0.427997318057875	0.45	0.034	6.83454769393771e-133	5	MSRB3
ADAMTS1	2.05663974860904e-135	0.781578706788255	0.424	0.03	3.96561276326794e-131	5	ADAMTS1
SRPX	8.46979137675413e-135	0.358255578788334	0.325	0.015	1.63314517326573e-130	5	SRPX
LGALS11	2.93773347244916e-133	1.49285426522922	0.921	0.25	5.66453768157647e-129	5	LGALS1
FKBP7	5.80508673608282e-132	0.317708681850533	0.356	0.02	1.11933682445149e-127	5	FKBP7
SDC2	8.38859735153267e-132	0.560942090780822	0.503	0.048	1.61748934132253e-127	5	SDC2
F2R	3.2261676012589e-131	0.882227801351694	0.592	0.073	6.2206963687474e-127	5	F2R
ZCCHC24	1.43038935653387e-130	0.36558347007577	0.351	0.02	2.7580767572686e-126	5	ZCCHC24
SERPINE11	1.94286481248384e-130	1.10503614401331	0.408	0.03	3.74623193143134e-126	5	SERPINE1
FZD7	1.56887401564873e-129	0.346030871434719	0.335	0.018	3.02510287697389e-125	5	FZD7
ADGRA2	1.01381077991626e-128	0.272813104941671	0.309	0.014	1.95482994583454e-124	5	ADGRA2
TGFB1I1	6.97594841294984e-128	0.52517347888188	0.487	0.046	1.34510237298499e-123	5	TGFB1I1
POSTN1	1.51693711783577e-127	1.79083844468269	0.471	0.043	2.92495815061092e-123	5	POSTN
EFEMP1	2.32850365947077e-127	1.18538970142662	0.754	0.137	4.48982075619154e-123	5	EFEMP1
SELENOM	2.58366033993013e-127	0.90761618972309	0.832	0.184	4.98181386745328e-123	5	SELENOM
EDNRA	3.70510986410605e-127	0.290640998358212	0.262	0.009	7.14419283996929e-123	5	EDNRA
DST	6.59314627996628e-127	1.05674774664836	0.791	0.157	1.2712904657031e-122	5	DST
CSRP11	1.84541522671369e-126	0.800556943464434	0.749	0.133	3.55832964014933e-122	5	CSRP1
CTSF	2.99771494284553e-126	0.560181197980945	0.602	0.077	5.78019395279474e-122	5	CTSF
NNMT1	1.70206107482944e-125	1.15913039757647	0.874	0.196	3.28191416448612e-121	5	NNMT
APCDD1	2.3036076562954e-125	0.313063962406242	0.298	0.013	4.44181628286879e-121	5	APCDD1
FGFR1	4.6983055485278e-124	0.560074921030889	0.607	0.078	9.0592727586713e-120	5	FGFR1
TIMP1	1.047587641752e-123	2.45409029798758	0.974	0.378	2.0199584908262e-119	5	TIMP1
CYP1B1	1.13299805439107e-123	0.765182500881851	0.435	0.037	2.18464684847686e-119	5	CYP1B1
GADD45A1	1.34771237010666e-123	0.895607395374184	0.686	0.111	2.59865899203967e-119	5	GADD45A
PPIC1	2.23212474419485e-123	0.70953448545535	0.707	0.119	4.30398293175651e-119	5	PPIC
KCNE4	3.09858592560861e-121	0.350800301204158	0.304	0.015	5.97469338175851e-117	5	KCNE4
FN11	8.41721068545697e-120	1.71949885677762	0.921	0.268	1.62300656436981e-115	5	FN1
SPON2	3.93016989871077e-119	0.740133646820096	0.513	0.057	7.57815359869411e-115	5	SPON2
RBMS3	4.03881132074222e-119	0.527833254697071	0.513	0.057	7.78763598865516e-115	5	RBMS3
CALU	1.03914433297681e-117	0.669602430911824	0.712	0.124	2.00367810284589e-113	5	CALU
COL4A21	5.38843872805808e-117	0.583083260177827	0.555	0.067	1.03899875554416e-112	5	COL4A2
PKD2	9.42084275113136e-116	0.417818381661924	0.419	0.037	1.81652689927315e-111	5	PKD2
GSTM3	2.63773663947023e-115	0.420725468556378	0.455	0.044	5.08608378822649e-111	5	GSTM3
ARHGEF26	1.25828639250571e-114	0.307243983187958	0.293	0.015	2.4262278220295e-110	5	ARHGEF26
COL16A1	8.33768987169022e-114	0.347092585359288	0.377	0.029	1.60767336105931e-109	5	COL16A1
MT1E1	9.07444944375521e-114	1.02125899695778	0.77	0.15	1.74973534174488e-109	5	MT1E
ITGA1	2.05155489998677e-113	0.562796764673184	0.565	0.07	3.95580815815449e-109	5	ITGA1
CDKN1C	1.64610405352628e-112	0.520284679019443	0.419	0.038	3.17401783600938e-108	5	CDKN1C
SGCB	4.80375510088083e-112	0.327611919377682	0.366	0.027	9.26260058551841e-108	5	SGCB
NFIB1	1.13379828830565e-111	0.720901329094265	0.691	0.12	2.18618985951096e-107	5	NFIB
LBH	1.73916080586962e-111	0.771248206621536	0.644	0.105	3.3534498658778e-107	5	LBH
ITGB5	2.16972248361268e-111	0.457579038963188	0.466	0.05	4.18365889290197e-107	5	ITGB5
MRC2	5.51644781093421e-111	0.620103928460426	0.555	0.076	1.06368146690433e-106	5	MRC2
IGFBP31	6.6643879808241e-111	0.968657365121175	0.366	0.028	1.2850272904625e-106	5	IGFBP3
PID1	1.50808266558606e-110	0.263157650915362	0.298	0.017	2.90788499578304e-106	5	PID1
TSPAN8	2.17520462326662e-109	0.944338075946201	0.56	0.081	4.1942295545827e-105	5	TSPAN8
KANK2	4.72705888716361e-109	0.466491142921701	0.503	0.06	9.11471494622887e-105	5	KANK2
BNC2	5.3892225400466e-109	0.301657376479318	0.314	0.019	1.03914989017179e-104	5	BNC2
CYGB	5.42899336635551e-108	0.305413347951472	0.319	0.02	1.04681850090067e-103	5	CYGB
VASN	3.04592489432576e-107	0.374110043316051	0.361	0.028	5.87315238123894e-103	5	VASN
DEPP11	1.17218549196333e-105	1.61848440940784	0.665	0.125	2.2602080656037e-101	5	DEPP1
EPB41L2	1.51199416513498e-105	0.558522233268199	0.545	0.074	2.91542714921327e-101	5	EPB41L2
P3H3	7.27523360960538e-105	0.250787032884727	0.267	0.013	1.40281054460411e-100	5	P3H3
NR2F21	9.9060343366712e-105	0.514727708364948	0.534	0.072	1.91008154079694e-100	5	NR2F2
EMP11	5.31352582547231e-104	0.641860357847491	0.675	0.117	1.02455404966757e-99	5	EMP1
GPX31	7.21676590838302e-104	1.18752834257147	0.696	0.136	1.39153680245441e-99	5	GPX3
DSEL	9.14948945537269e-104	0.268745992065412	0.304	0.019	1.76420455678496e-99	5	DSEL
CSGALNACT1	5.05557129152186e-103	0.326710532510885	0.314	0.021	9.74815256431246e-99	5	CSGALNACT1
PPFIBP11	7.53608538049718e-103	0.431918844882263	0.445	0.048	1.45310798306747e-98	5	PPFIBP1
CAVIN11	7.67647303298666e-103	0.620584575210587	0.702	0.123	1.48017753022049e-98	5	CAVIN1
SMOC2	1.01372598620219e-102	0.457728810328119	0.382	0.035	1.95466644659506e-98	5	SMOC2
MAP1B	1.07762172440593e-102	0.446008362531843	0.393	0.035	2.07787020899951e-98	5	MAP1B
CPQ	3.64202941141327e-102	0.561957665770573	0.66	0.116	7.02256111108707e-98	5	CPQ
PLOD2	7.63514079261128e-101	0.289179306436108	0.288	0.018	1.47220784763131e-96	5	PLOD2
CNN31	1.45806198427538e-100	0.793272745978603	0.812	0.182	2.81143511807978e-96	5	CNN3
SEMA3C	5.17271280027944e-100	0.490470927096725	0.393	0.038	9.97402482149881e-96	5	SEMA3C
HTRA11	7.95518103508475e-98	0.582741917723416	0.476	0.061	1.53391800718504e-93	5	HTRA1
TIMP21	2.96667550465618e-97	0.845785233007454	0.77	0.183	5.72034370807805e-93	5	TIMP2
TMEM176A	1.39216076507825e-96	0.62920525911617	0.55	0.087	2.68436438722389e-92	5	TMEM176A
GAS61	1.27297759499553e-94	0.675822012040219	0.649	0.124	2.45455539867037e-90	5	GAS6
IFITM31	8.14081676195602e-94	0.983147686998485	0.953	0.35	1.56971228804036e-89	5	IFITM3
LEPR1	3.2694426277024e-93	0.770679431527685	0.34	0.03	6.30413927473578e-89	5	LEPR
RGN	5.1653249789023e-93	0.299633596380543	0.293	0.021	9.95977962431942e-89	5	RGN
RAB34	3.47594909957913e-92	0.493625476048383	0.607	0.108	6.70232505380849e-88	5	RAB34
MAP3K20	1.40440224836693e-91	0.407958859298279	0.461	0.059	2.70796841530112e-87	5	MAP3K20
BAG2	1.7267536209278e-91	0.290766211122252	0.304	0.023	3.32952633187299e-87	5	BAG2
COPZ2	6.95259423685955e-91	0.29124210866237	0.283	0.02	1.34059922075126e-86	5	COPZ2
NID1	5.40954108724862e-90	0.28648462795382	0.272	0.018	1.04306771244328e-85	5	NID1
KDELC2	2.49229572838115e-89	0.279502198697273	0.298	0.023	4.80564462346454e-85	5	KDELC2
GOLIM4	5.37136573357098e-89	0.506543747896742	0.592	0.106	1.03570674074716e-84	5	GOLIM4
PDLIM7	1.85462031626713e-88	0.554155274051226	0.471	0.066	3.57607889382629e-84	5	PDLIM7
RGCC1	2.37655195703384e-88	1.21466052052879	0.78	0.208	4.58246748355266e-84	5	RGCC
MT1M1	2.87143660237176e-88	0.811548079876597	0.424	0.05	5.53670405669322e-84	5	MT1M
FAM114A1	5.21173781645213e-87	0.41681801752196	0.497	0.074	1.0049272857683e-82	5	FAM114A1
TUBA1A1	1.01054902652795e-86	0.8508231569326	0.822	0.223	1.94854063295118e-82	5	TUBA1A
C12orf57	1.37202552950129e-86	0.654448528153683	0.785	0.208	2.64553962598439e-82	5	C12orf57
FERMT2	1.4547565487206e-86	0.461046655355535	0.524	0.083	2.80506157724307e-82	5	FERMT2
ARID5B	2.35249331855129e-86	0.733466341883595	0.754	0.188	4.5360776168306e-82	5	ARID5B
PLPP11	1.37453817762429e-84	0.373838771990897	0.529	0.081	2.65038451409516e-80	5	PLPP1
ITGB11	2.60600490650819e-84	0.951980320598402	0.89	0.348	5.02489866072909e-80	5	ITGB1
IGFBP41	2.60817781456095e-84	1.10901261371437	0.675	0.163	5.02908846203642e-80	5	IGFBP4
SEPT4	3.31765196543731e-84	0.278492862250241	0.277	0.021	6.39709651975623e-80	5	SEPT4
ANO6	4.35516743972582e-84	0.409885642167979	0.455	0.064	8.39763385727933e-80	5	ANO6
HIF3A	2.23844227281636e-83	0.266085910694451	0.251	0.017	4.31616439044451e-79	5	HIF3A
HES4	4.07476014356302e-83	0.351595871411435	0.304	0.026	7.85695250881822e-79	5	HES4
EVA1B	4.52326720576561e-83	0.336367953323851	0.361	0.039	8.72176382615725e-79	5	EVA1B
RBP1	9.32616270298964e-83	0.282594847913304	0.33	0.031	1.79827069239046e-78	5	RBP1
S100A131	4.57769759403127e-82	0.763292551613067	0.759	0.209	8.8267165008111e-78	5	S100A13
SEPT71	9.20256214134164e-80	0.717705615751014	0.859	0.284	1.77443803209349e-75	5	SEPT7
SPTBN11	9.93266200833185e-80	0.825967889703396	0.754	0.21	1.91521588844655e-75	5	SPTBN1
ARHGAP21	1.29710112700114e-79	0.384246620422603	0.435	0.061	2.50107039308361e-75	5	ARHGAP21
SELENOP	2.30785015854223e-79	1.20446605186704	0.812	0.264	4.44999667570113e-75	5	SELENOP
CTDSPL	5.3650967477723e-79	0.35427304273086	0.387	0.048	1.03449795490545e-74	5	CTDSPL
PLEKHA4	7.28136344666695e-79	0.25014881045475	0.267	0.021	1.40399249978632e-74	5	PLEKHA4
MT1X1	1.509803187134e-78	0.966291062710049	0.597	0.12	2.91120250543178e-74	5	MT1X
C9orf3	3.9184760173251e-78	0.369787991390196	0.45	0.066	7.55560545660626e-74	5	C9orf3
SPRY11	2.03447883569765e-77	0.598060983526234	0.649	0.141	3.92288209099221e-73	5	SPRY1
PDLIM2	2.17785090641029e-77	0.488455203777646	0.56	0.107	4.19933211774032e-73	5	PDLIM2
PLXDC21	2.68812514417073e-77	0.644686164703218	0.639	0.14	5.18324290298999e-73	5	PLXDC2
TMEM176B1	7.09272031278765e-77	0.781011294011592	0.66	0.158	1.36761833071171e-72	5	TMEM176B
ITGA2	1.46815231175046e-76	0.467300491621073	0.351	0.041	2.83089128751723e-72	5	ITGA2
ACTN12	1.55971589435125e-76	0.601879260663656	0.628	0.14	3.00744418748809e-72	5	ACTN1
EXT1	2.93394148196015e-76	0.297135954279054	0.351	0.04	5.65722596551557e-72	5	EXT1
LIMA1	1.58032568574918e-75	0.590287255960654	0.565	0.12	3.04718398726156e-71	5	LIMA1
ENAH	1.90243073114812e-75	0.481197290311396	0.508	0.089	3.66826693579981e-71	5	ENAH
PCSK5	2.15095170277077e-75	0.252428158028909	0.251	0.019	4.1474650732826e-71	5	PCSK5
CTSO	5.14811865153183e-75	0.343771053425332	0.403	0.055	9.92660238388367e-71	5	CTSO
ST3GAL41	8.76300221512625e-75	0.330090752865366	0.382	0.049	1.68968208712064e-70	5	ST3GAL4
FZD1	4.82808142541317e-74	0.334880595588076	0.351	0.042	9.30950660448168e-70	5	FZD1
CES11	6.58009846923544e-74	0.739432161436876	0.66	0.154	1.26877458683798e-69	5	CES1
ETV1	2.34544767780854e-73	0.322005188211212	0.346	0.04	4.52249221235043e-69	5	ETV1
HEG11	6.66087418826424e-73	0.397735181467895	0.455	0.072	1.28434976098111e-68	5	HEG1
LAPTM4A2	9.11224408029446e-73	0.833556249312648	0.974	0.527	1.75702290356238e-68	5	LAPTM4A
CYR611	1.51157344648564e-72	1.4652811334806	0.702	0.205	2.91461591951362e-68	5	CYR61
C11orf96	2.64076306191622e-71	0.967159754884743	0.372	0.051	5.09191933598685e-67	5	C11orf96
ARF4	2.94993606321243e-71	0.524099585145022	0.696	0.18	5.6880667170862e-67	5	ARF4
NFIX1	3.14199571927859e-71	0.464231544350416	0.555	0.111	6.05839614591298e-67	5	NFIX
EID11	3.09434555890849e-70	0.691593990081055	0.906	0.378	5.96651710668735e-66	5	EID1
ADD3	7.19364595104611e-70	0.435398352234343	0.55	0.11	1.38707881228071e-65	5	ADD3
PPIB	7.76225882212855e-70	0.772690419426815	0.859	0.378	1.49671874608283e-65	5	PPIB
PDLIM4	8.61529877882509e-70	0.29564712025714	0.293	0.03	1.66120191053305e-65	5	PDLIM4
CAV11	1.63866957049742e-69	0.525842211729339	0.665	0.148	3.15968266583313e-65	5	CAV1
DAAM1	2.31776297917868e-69	0.445186852788363	0.497	0.093	4.46911057645232e-65	5	DAAM1
RRAS	2.39214678539056e-69	0.423222318287829	0.482	0.086	4.61253743159008e-65	5	RRAS
ATP10D	7.63657667940752e-69	0.267337005565508	0.288	0.029	1.47248471532336e-64	5	ATP10D
GGT51	2.69789361171379e-68	0.400697718242492	0.356	0.047	5.20207846210653e-64	5	GGT5
TFPI2	1.35716845125488e-67	0.641130422101903	0.738	0.206	2.61689220770967e-63	5	TFPI
F3	3.99189522649667e-67	0.60644333825633	0.429	0.072	7.69717237573087e-63	5	F3
CFD1	1.97685396586026e-66	1.93994604860012	0.623	0.175	3.81176981697175e-62	5	CFD
INAFM1	1.9891423203321e-66	0.274741832181012	0.319	0.038	3.83546422206435e-62	5	INAFM1
ZEB11	2.01518030365764e-66	0.427912329814531	0.377	0.054	3.88567066151265e-62	5	ZEB1
EGR1	4.82122967331706e-66	0.828128526461598	0.791	0.265	9.29629505608995e-62	5	EGR1
MYADM1	5.4330879131348e-66	0.515169942986076	0.576	0.129	1.04760801141065e-61	5	MYADM
PIK3R11	8.77708138288593e-66	0.679374218895145	0.733	0.208	1.69239683224807e-61	5	PIK3R1
GNG12	9.80252570060347e-66	0.338123938457553	0.44	0.075	1.89012300559036e-61	5	GNG12
ITM2B2	1.23071641230132e-65	0.749620475512718	1	0.819	2.37306738619941e-61	5	ITM2B
TSPAN41	1.69236145182441e-65	0.504056584457479	0.696	0.189	3.26321135140782e-61	5	TSPAN4
COL21A1	2.69991335267057e-65	0.252283855570707	0.257	0.024	5.2059729266194e-61	5	COL21A1
ZNF667-AS1	4.8998019712923e-65	0.255307513329161	0.298	0.034	9.44779816104582e-61	5	ZNF667-AS1
NFIC	1.9678081810127e-64	0.544640607761408	0.707	0.207	3.79432773462869e-60	5	NFIC
REXO2	8.79761048259313e-64	0.442895483724038	0.513	0.108	1.69635525325361e-59	5	REXO2
TSC22D11	3.60804733043461e-63	0.817327705018496	0.832	0.32	6.95703686254401e-59	5	TSC22D1
DPYSL21	4.97236956160374e-63	0.515810079570402	0.623	0.164	9.58772298868434e-59	5	DPYSL2
TACC11	9.15213822953538e-63	0.539479903026067	0.759	0.23	1.76471529341901e-58	5	TACC1
ZNF106	1.50738023679927e-62	0.522245145928038	0.534	0.12	2.90653057259635e-58	5	ZNF106
TGFBR31	3.20334535329487e-62	0.262644412705785	0.309	0.038	6.17669051022316e-58	5	TGFBR3
KLF91	4.90853874328745e-62	0.601200082706093	0.66	0.184	9.46464440480687e-58	5	KLF9
PDGFRL	7.19472902520496e-62	0.344756465128644	0.267	0.029	1.38728765064002e-57	5	PDGFRL
ZYX1	1.30822125645838e-61	0.543624053143633	0.576	0.141	2.52251222670306e-57	5	ZYX
NPDC11	1.47717839183392e-61	0.259034865305525	0.466	0.081	2.84829537513417e-57	5	NPDC1
ARL6IP5	2.99175309920283e-61	0.61536871120729	0.827	0.32	5.7686983258829e-57	5	ARL6IP5
KDELR3	3.79151263758523e-61	0.284251603761583	0.335	0.046	7.31079466779183e-57	5	KDELR3
ENPP21	9.40782464744085e-61	0.26787300832859	0.314	0.04	1.81401674851954e-56	5	ENPP2
GUCY1A1	2.83504660760867e-60	0.296409641022248	0.33	0.046	5.46653686879104e-56	5	GUCY1A1
TPM41	5.18039731619258e-60	0.666075303546652	0.796	0.283	9.98884210508253e-56	5	TPM4
FXYD61	2.0328953449443e-59	0.298140709596073	0.309	0.04	3.9198288041216e-55	5	FXYD6
CARMIL1	3.15993314145522e-59	0.310131051749404	0.335	0.048	6.09298308335395e-55	5	CARMIL1
CST31	3.21858595935678e-59	0.79717123497247	0.979	0.761	6.20607744683175e-55	5	CST3
GAS7	5.28121567125344e-59	0.32183746740417	0.34	0.05	1.01832400573109e-54	5	GAS7
LAMC1	8.16364110405762e-59	0.354445584672252	0.408	0.072	1.57411327768439e-54	5	LAMC1
FAM3C	1.29020060420583e-58	0.404816935562876	0.455	0.09	2.48776480502968e-54	5	FAM3C
TMEM2041	1.49269239793374e-58	0.310851924564157	0.408	0.067	2.87820948169583e-54	5	TMEM204
GLT8D1	1.8090820470742e-58	0.321832265316051	0.382	0.063	3.48827200316847e-54	5	GLT8D1
VCL	3.04653001279221e-58	0.468717350198557	0.471	0.099	5.87431917066595e-54	5	VCL
GSN1	3.98326131128907e-58	1.24688737936821	0.937	0.501	7.68052446042759e-54	5	GSN
INHBA1	4.06291047188375e-58	0.46602988036219	0.466	0.09	7.83410397188624e-54	5	INHBA
NFYB	9.16293708634285e-58	0.282407375589165	0.361	0.057	1.76679752898863e-53	5	NFYB
ZNF503	1.8185500230638e-57	0.325511690766054	0.33	0.048	3.50652815447163e-53	5	ZNF503
TCEAL41	1.00722396726501e-56	0.570643899791202	0.707	0.232	1.9421292536804e-52	5	TCEAL4
PTGFRN	1.07461140816337e-56	0.260102347591481	0.293	0.038	2.07206571722061e-52	5	PTGFRN
METTL7A	1.24890909476354e-56	0.506728796341162	0.576	0.151	2.40814651652306e-52	5	METTL7A
MT2A2	1.42841682746766e-56	1.17660637470131	0.942	0.603	2.75427332672313e-52	5	MT2A
PLS32	1.94146935982465e-56	0.458726719523359	0.665	0.186	3.74354121961389e-52	5	PLS3
CD991	2.15188393702856e-56	0.512959803738328	0.77	0.251	4.14926260737846e-52	5	CD99
SH3PXD2B	3.57487212146633e-56	0.28334046743337	0.293	0.039	6.89306842461138e-52	5	SH3PXD2B
SMIM31	7.38416330282442e-56	0.432378001766316	0.435	0.087	1.42381436805061e-51	5	SMIM3
LTBP3	8.36330311845333e-56	0.418550091480538	0.576	0.147	1.61261210730017e-51	5	LTBP3
PTMS1	1.15082991307742e-55	0.626260516714166	0.649	0.21	2.21903023839588e-51	5	PTMS
ENC1	1.19102999296732e-55	0.320022329228147	0.288	0.038	2.29654403243958e-51	5	ENC1
MDK	1.32184701168401e-55	0.504380625767053	0.545	0.131	2.54878540792912e-51	5	MDK
PLEKHA5	1.67552844318026e-55	0.335852391105434	0.414	0.077	3.23075394414018e-51	5	PLEKHA5
ARHGAP10	2.10041620461175e-55	0.338362232274956	0.403	0.074	4.05002252573237e-51	5	ARHGAP10
SELENOS	2.82896152059367e-55	0.486584911843775	0.686	0.214	5.45480360400872e-51	5	SELENOS
CD632	3.52240491284776e-55	0.688180335560022	0.995	0.871	6.79190115295304e-51	5	CD63
LIMCH1	6.08563799777103e-55	0.678285050983959	0.529	0.138	1.17343271873021e-50	5	LIMCH1
