ID	description	GeneRatio	BgRatio	pValue	FDR	qvalue	geneID	size	DB	enrichmentRatio
GO:0022604	GO:0022604	regulation of cell morphogenesis	28/557	430/17913	0.000200842289929745	0.00130515198697111	0.000966993255796451	PTPRO/LST1/CSF1R/HCK/ITGB2/FGD2/FGR/TRPV2/ARHGAP18/CCL13/ZEB2/S100B/ARHGAP15/FMNL3/CD44/PREX1/FGD3/CCL2/CORO1C/PLEKHO1/FYN/TIAM1/GBP1/CXCR4/PTK2B/EPB41L3/APOE/SEMA7A	28	geneontology_Biological_Process	0.0502692998204668
GO:0002823	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	7/557	40/17913	0.000206805801018112	0.00133959783287694	0.000992514345304537	HAVCR2/PTPRC/IL7R/FCGR2B/CR1/FOXP3/TBX21	7	geneontology_Biological_Process	0.0125673249551167
GO:0032692	GO:0032692	negative regulation of interleukin-1 production	7/557	40/17913	0.000206805801018112	0.00133959783287694	0.000992514345304537	CD33/NLRP3/TREM2/ACP5/CX3CR1/CARD16/TNFAIP3	7	geneontology_Biological_Process	0.0125673249551167
GO:0045766	GO:0045766	positive regulation of angiogenesis	17/557	203/17913	0.000212008724082165	0.00137110282038418	0.00101585653897054	CYBB/C3AR1/ITGB2/PIK3R6/CD40/ITGAX/CX3CR1/C5AR1/PRKCB/TNFSF12/MAP3K3/ETS1/IL1B/PPP1R16B/CXCR4/PTK2B/HMOX1	17	geneontology_Biological_Process	0.0305206463195691
GO:0000768	GO:0000768	syncytium formation by plasma membrane fusion	8/557	53/17913	0.000214638241697498	0.00138368065859854	0.00102517551855852	CD53/TYROBP/TREM2/DCSTAMP/NFATC2/PLEKHO1/CXCL10/CXCL9	8	geneontology_Biological_Process	0.0143626570915619
GO:0140253	GO:0140253	cell-cell fusion	8/557	53/17913	0.000214638241697498	0.00138368065859854	0.00102517551855852	CD53/TYROBP/TREM2/DCSTAMP/NFATC2/PLEKHO1/CXCL10/CXCL9	8	geneontology_Biological_Process	0.0143626570915619
GO:0002200	GO:0002200	somatic diversification of immune receptors	9/557	67/17913	0.000218547104284293	0.00140663598012279	0.00104218322441973	SAMHD1/PTPRC/CD28/CD40/TGFB1/CD40LG/FOXP3/BCL11B/TBX21	9	geneontology_Biological_Process	0.0161579892280072
GO:1901222	GO:1901222	regulation of NIK/NF-kappaB signaling	12/557	114/17913	0.000224297539909826	0.00144135239477824	0.00106790477958908	HAVCR2/TLR7/NLRP3/TREM2/PTPN22/TLR4/RASSF2/CD14/NOD2/IL1B/CCL19/NLRC3	12	geneontology_Biological_Process	0.0215439856373429
GO:0033006	GO:0033006	regulation of mast cell activation involved in immune response	6/557	29/17913	0.000227026522511595	0.00145196393036688	0.00107576691629828	CD84/FGR/FCER1G/RAC2/CD300A/HMOX1	6	geneontology_Biological_Process	0.0107719928186715
GO:0072538	GO:0072538	T-helper 17 type immune response	6/557	29/17913	0.000227026522511595	0.00145196393036688	0.00107576691629828	NLRP3/IL12RB1/FOXP3/SLAMF6/TBX21/IRF4	6	geneontology_Biological_Process	0.0107719928186715
GO:0072606	GO:0072606	interleukin-8 secretion	6/557	29/17913	0.000227026522511595	0.00145196393036688	0.00107576691629828	PTPN22/FCN1/CD14/TLR1/CD2/CD244	6	geneontology_Biological_Process	0.0107719928186715
GO:0002710	GO:0002710	negative regulation of T cell mediated immunity	5/557	19/17913	0.000231151254693761	0.00147135964011367	0.00109013728902404	PTPRC/IL7R/FCGR2B/FOXP3/TBX21	5	geneontology_Biological_Process	0.00897666068222621
GO:0002922	GO:0002922	positive regulation of humoral immune response	5/557	19/17913	0.000231151254693761	0.00147135964011367	0.00109013728902404	PTPRC/FCGR2B/CCR7/LTA/IL1B	5	geneontology_Biological_Process	0.00897666068222621
GO:0050860	GO:0050860	negative regulation of T cell receptor signaling pathway	5/557	19/17913	0.000231151254693761	0.00147135964011367	0.00109013728902404	PTPN22/BTN2A2/LILRB4/GBP1/PTPRJ	5	geneontology_Biological_Process	0.00897666068222621
GO:0001767	GO:0001767	establishment of lymphocyte polarity	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	DOCK2/DOCK8/CCR7/CCL19	4	geneontology_Biological_Process	0.00718132854578097
GO:0002638	GO:0002638	negative regulation of immunoglobulin production	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	FCGR2B/FOXP3/CD22/FCRL3	4	geneontology_Biological_Process	0.00718132854578097
GO:0002923	GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	PTPRC/FCGR2B/CR1/LTA	4	geneontology_Biological_Process	0.00718132854578097
GO:0032490	GO:0032490	detection of molecule of bacterial origin	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	TREM2/TLR4/TLR1/NOD2	4	geneontology_Biological_Process	0.00718132854578097
GO:0033089	GO:0033089	positive regulation of T cell differentiation in thymus	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	TESPA1/IL7R/FOXP3/RASGRP1	4	geneontology_Biological_Process	0.00718132854578097
GO:0035747	GO:0035747	natural killer cell chemotaxis	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	PIK3CG/PIK3CD/CCL2/CCL5	4	geneontology_Biological_Process	0.00718132854578097
GO:0046007	GO:0046007	negative regulation of activated T cell proliferation	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	PDCD1LG2/CD274/BTN2A2/FOXP3	4	geneontology_Biological_Process	0.00718132854578097
GO:0072610	GO:0072610	interleukin-12 secretion	4/557	11/17913	0.000256397327242186	0.00161175427171526	0.00119415633298521	TLR8/CCR7/LILRA5/CCL19	4	geneontology_Biological_Process	0.00718132854578097
GO:0043270	GO:0043270	positive regulation of ion transport	20/557	266/17913	0.000260619297342256	0.00163575031033758	0.00121193511104727	CD4/P2RY12/TREM2/TRPV2/CCR2/STAC/PTAFR/P2RX7/STAC3/CCR1/CTSS/ADRB2/CCL2/IL1B/LILRA5/CXCL10/APOE/CXCL11/CCL5/CXCL9	20	geneontology_Biological_Process	0.0359066427289048
GO:0007202	GO:0007202	activation of phospholipase C activity	6/557	30/17913	0.000276393130984606	0.00172670948290537	0.00127932719051688	RASGRP4/P2RY12/C5AR1/ITK/S1PR4/PLCB2	6	geneontology_Biological_Process	0.0107719928186715
GO:0032689	GO:0032689	negative regulation of interferon-gamma production	6/557	30/17913	0.000276393130984606	0.00172670948290537	0.00127932719051688	HAVCR2/TLR4/PDCD1LG2/CD274/FOXP3/CD96	6	geneontology_Biological_Process	0.0107719928186715
GO:0061082	GO:0061082	myeloid leukocyte cytokine production	6/557	30/17913	0.000276393130984606	0.00172670948290537	0.00127932719051688	FCER1G/CD74/TLR4/TGFB1/HMOX1/SEMA7A	6	geneontology_Biological_Process	0.0107719928186715
GO:0006949	GO:0006949	syncytium formation	8/557	55/17913	0.00027924277018916	0.00173913602019196	0.00128853407053468	CD53/TYROBP/TREM2/DCSTAMP/NFATC2/PLEKHO1/CXCL10/CXCL9	8	geneontology_Biological_Process	0.0143626570915619
GO:0016445	GO:0016445	somatic diversification of immunoglobulins	8/557	55/17913	0.00027924277018916	0.00173913602019196	0.00128853407053468	SAMHD1/PTPRC/CD28/CD40/TGFB1/CD40LG/FOXP3/TBX21	8	geneontology_Biological_Process	0.0143626570915619
GO:0010863	GO:0010863	positive regulation of phospholipase C activity	7/557	42/17913	0.000283613837203429	0.00176364173842501	0.00130669047262147	RASGRP4/P2RY12/PTAFR/C5AR1/ITK/S1PR4/PLCB2	7	geneontology_Biological_Process	0.0125673249551167
GO:1903707	GO:1903707	negative regulation of hemopoiesis	14/557	152/17913	0.000285967034075291	0.00177554339743829	0.00131550846785383	CD74/TLR4/C1QC/MAFB/FCGR2B/INPP5D/LILRB4/RUNX3/FOXP3/UBASH3B/CTLA4/PTK2B/TBX21/GPR171	14	geneontology_Biological_Process	0.0251346499102334
GO:0032516	GO:0032516	positive regulation of phosphoprotein phosphatase activity	5/557	20/17913	0.000300366183456817	0.00185476956113633	0.00137420750577694	CD33/PTPRC/CD300A/JAK2/FCRL3	5	geneontology_Biological_Process	0.00897666068222621
GO:0045655	GO:0045655	regulation of monocyte differentiation	5/557	20/17913	0.000300366183456817	0.00185476956113633	0.00137420750577694	CD4/CD74/DCSTAMP/CSF1/INPP5D	5	geneontology_Biological_Process	0.00897666068222621
GO:0031532	GO:0031532	actin cytoskeleton reorganization	10/557	85/17913	0.000300562608249455	0.00185476956113633	0.00137420750577694	CSF1R/HCK/GPR65/PLEK/GMFG/ARHGDIB/TGFB1/HCLS1/STAP1/PTK2B	10	geneontology_Biological_Process	0.0179533213644524
GO:0046427	GO:0046427	positive regulation of JAK-STAT cascade	10/557	85/17913	0.000300562608249455	0.00185476956113633	0.00137420750577694	CSF1R/IL10RA/CD300A/CD40/HCLS1/JAK2/FYN/OSM/PTK2B/CCL5	10	geneontology_Biological_Process	0.0179533213644524
GO:2000379	GO:2000379	positive regulation of reactive oxygen species metabolic process	11/557	101/17913	0.000301597540859267	0.00185831899413591	0.00137683729740792	AIF1/ITGAM/ITGB2/TYROBP/TLR4/GNAI2/TGFB1/JAK2/IL1B/FPR2/PTK2B	11	geneontology_Biological_Process	0.0197486535008977
GO:1904646	GO:1904646	cellular response to amyloid-beta	7/557	43/17913	0.000329792714455892	0.0020289530469265	0.00150326087098776	TREM2/TLR4/ITGA4/FCGR2B/ADRB2/FYN/FPR2	7	geneontology_Biological_Process	0.0125673249551167
GO:0045920	GO:0045920	negative regulation of exocytosis	6/557	31/17913	0.000333807796849676	0.00205053360921944	0.00151925001125793	CD84/CCR2/GNAI2/CD300A/FCGR2B/HMOX1	6	geneontology_Biological_Process	0.0107719928186715
GO:0051701	GO:0051701	interaction with host	17/557	211/17913	0.000334432488272843	0.00205125359271447	0.00151978345042128	MRC1/CD4/CD86/CD80/SELPLG/CD74/CLEC5A/FCN1/CCR5/TGFB1/CR1/CTSB/SLAMF1/CD209/SERPINB9/CXCR4/CCL8	17	geneontology_Biological_Process	0.0305206463195691
GO:0051928	GO:0051928	positive regulation of calcium ion transport	12/557	119/17913	0.000334958096462247	0.00205136458469758	0.00151986568490446	CD4/TRPV2/STAC/P2RX7/STAC3/CCR1/CCL2/LILRA5/CXCL10/CXCL11/CCL5/CXCL9	12	geneontology_Biological_Process	0.0215439856373429
GO:0010518	GO:0010518	positive regulation of phospholipase activity	8/557	57/17913	0.000358922199735558	0.0021948011064011	0.00162613847957268	RASGRP4/P2RY12/PTAFR/C5AR1/ITK/S1PR4/PLCB2/CCL5	8	geneontology_Biological_Process	0.0143626570915619
GO:0046425	GO:0046425	regulation of JAK-STAT cascade	12/557	120/17913	0.000361896818665539	0.00220964794719956	0.00163713857386462	CSF1R/PTPRC/IL10RA/CD300A/CD40/HCLS1/JAK2/FYN/OSM/IL22RA2/PTK2B/CCL5	12	geneontology_Biological_Process	0.0215439856373429
GO:0002281	GO:0002281	macrophage activation involved in immune response	4/557	12/17913	0.000375163743508838	0.00227007762165078	0.00168191120435336	HAVCR2/TYROBP/SUCNR1/SYK	4	geneontology_Biological_Process	0.00718132854578097
GO:0016045	GO:0016045	detection of bacterium	4/557	12/17913	0.000375163743508838	0.00227007762165078	0.00168191120435336	NLRC4/TLR1/CD1D/NOD2	4	geneontology_Biological_Process	0.00718132854578097
GO:0045410	GO:0045410	positive regulation of interleukin-6 biosynthetic process	4/557	12/17913	0.000375163743508838	0.00227007762165078	0.00168191120435336	TYROBP/PTAFR/TLR1/IL1B	4	geneontology_Biological_Process	0.00718132854578097
GO:0045579	GO:0045579	positive regulation of B cell differentiation	4/557	12/17913	0.000375163743508838	0.00227007762165078	0.00168191120435336	BTK/NCKAP1L/INPP5D/SYK	4	geneontology_Biological_Process	0.00718132854578097
GO:0071888	GO:0071888	macrophage apoptotic process	4/557	12/17913	0.000375163743508838	0.00227007762165078	0.00168191120435336	MEF2C/CCR5/NOD2/CCL5	4	geneontology_Biological_Process	0.00718132854578097
GO:0072540	GO:0072540	T-helper 17 cell lineage commitment	4/557	12/17913	0.000375163743508838	0.00227007762165078	0.00168191120435336	IL12RB1/SLAMF6/TBX21/IRF4	4	geneontology_Biological_Process	0.00718132854578097
GO:1900274	GO:1900274	regulation of phospholipase C activity	7/557	44/17913	0.000381808293370491	0.00230682977848061	0.0017091410504902	RASGRP4/P2RY12/PTAFR/C5AR1/ITK/S1PR4/PLCB2	7	geneontology_Biological_Process	0.0125673249551167
GO:0006925	GO:0006925	inflammatory cell apoptotic process	5/557	21/17913	0.000384215739126643	0.00231445606192234	0.00171479139982007	MEF2C/CCR5/PIK3CD/NOD2/CCL5	5	geneontology_Biological_Process	0.00897666068222621
GO:0050765	GO:0050765	negative regulation of phagocytosis	5/557	21/17913	0.000384215739126643	0.00231445606192234	0.00171479139982007	CD300LF/SIRPA/CD300A/FCGR2B/TGFB1	5	geneontology_Biological_Process	0.00897666068222621
GO:0002455	GO:0002455	humoral immune response mediated by circulating immunoglobulin	11/557	104/17913	0.000389309241449572	0.00234164874098091	0.0017349385838409	PTPRC/C1QB/C1QC/C1QA/HLA-DQB1/FCGR2B/CR1/LTA/SERPING1/C1R/C1S	11	geneontology_Biological_Process	0.0197486535008977
GO:0007584	GO:0007584	response to nutrient	17/557	215/17913	0.000415867325487705	0.00249767567551457	0.00185053967468917	CD4/CYBB/P2RY12/FOLR2/P2RX7/GNAI2/CD40/TGFB1/SLC8A1/NOD2/LTA/IL1B/FYN/CD3E/ABCA1/CXCL10/HMOX1	17	geneontology_Biological_Process	0.0305206463195691
GO:0045765	GO:0045765	regulation of angiogenesis	25/557	383/17913	0.000418983820936076	0.00251265965018341	0.00186164137211172	CYBB/C3AR1/ITGB2/CCR2/PIK3R6/SPRED1/CD40/ITGAX/CX3CR1/GPNMB/C5AR1/PRKCB/TNFSF12/MAP3K3/ETS1/IL1B/VASH1/STAB1/PPP1R16B/TNFAIP3/CXCR4/PTK2B/CXCL10/HMOX1/CXCL13	25	geneontology_Biological_Process	0.0448833034111311
GO:0035690	GO:0035690	cellular response to drug	24/557	362/17913	0.000434445168732847	0.00260152203261951	0.00192747992989466	AIF1/SPI1/CYBB/P2RY12/FOLR2/PTPN22/MEF2C/PTAFR/P2RX7/SIRPA/GNAI2/TGFB1/SLC8A1/CD69/NOD2/ETS1/RGS10/IL1B/FYN/MAP4K1/TNFAIP3/CXCR4/AIM2/HMOX1	24	geneontology_Biological_Process	0.0430879712746858
GO:0072604	GO:0072604	interleukin-6 secretion	7/557	45/17913	0.000440183049554778	0.00263198208032605	0.00195004792273955	AIF1/TLR8/PTPN22/CD200R1/IL1B/LILRA5/BANK1	7	geneontology_Biological_Process	0.0125673249551167
GO:0045191	GO:0045191	regulation of isotype switching	6/557	33/17913	0.000476364356948957	0.00284411333942051	0.00210721697196577	PTPRC/CD28/CD40/TGFB1/FOXP3/TBX21	6	geneontology_Biological_Process	0.0107719928186715
GO:0036037	GO:0036037	CD8-positive, alpha-beta T cell activation	5/557	22/17913	0.000484599009998972	0.00287628369811431	0.0021310521422785	NCKAP1L/CD274/HLA-E/RUNX3/EOMES	5	geneontology_Biological_Process	0.00897666068222621
GO:0043302	GO:0043302	positive regulation of leukocyte degranulation	5/557	22/17913	0.000484599009998972	0.00287628369811431	0.0021310521422785	ITGAM/ITGB2/FGR/FCER1G/PTAFR	5	geneontology_Biological_Process	0.00897666068222621
GO:0045624	GO:0045624	positive regulation of T-helper cell differentiation	5/557	22/17913	0.000484599009998972	0.00287628369811431	0.0021310521422785	CD86/CD80/NLRP3/IL12RB1/CCL19	5	geneontology_Biological_Process	0.00897666068222621
GO:0048305	GO:0048305	immunoglobulin secretion	5/557	22/17913	0.000484599009998972	0.00287628369811431	0.0021310521422785	TNFSF13B/CD40/HLA-E/CD40LG/CD22	5	geneontology_Biological_Process	0.00897666068222621
GO:0032480	GO:0032480	negative regulation of type I interferon production	7/557	46/17913	0.000505465248991638	0.00299573392437566	0.00221955337765274	HAVCR2/SIRPA/UBA7/UBE2L6/NLRC3/TNFAIP3/NLRC5	7	geneontology_Biological_Process	0.0125673249551167
GO:0002562	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	8/557	60/17913	0.000512286441179234	0.00302728332638372	0.00224292847823164	PTPRC/CD28/CD40/TGFB1/CD40LG/FOXP3/BCL11B/TBX21	8	geneontology_Biological_Process	0.0143626570915619
GO:0016444	GO:0016444	somatic cell DNA recombination	8/557	60/17913	0.000512286441179234	0.00302728332638372	0.00224292847823164	PTPRC/CD28/CD40/TGFB1/CD40LG/FOXP3/BCL11B/TBX21	8	geneontology_Biological_Process	0.0143626570915619
GO:0002921	GO:0002921	negative regulation of humoral immune response	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	VSIG4/FCGR2B/CR1/SERPING1	4	geneontology_Biological_Process	0.00718132854578097
GO:0032725	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	CD80/IL1B/SYK/RASGRP1	4	geneontology_Biological_Process	0.00718132854578097
GO:0033623	GO:0033623	regulation of integrin activation	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	P2RY12/PLEK/PTGER4/CXCL13	4	geneontology_Biological_Process	0.00718132854578097
GO:0035723	GO:0035723	interleukin-15-mediated signaling pathway	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	CD4/STAT5A/IL15RA/IL2RB	4	geneontology_Biological_Process	0.00718132854578097
GO:0045342	GO:0045342	MHC class II biosynthetic process	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	SPI1/TLR4/CIITA/SLC11A1	4	geneontology_Biological_Process	0.00718132854578097
GO:0070431	GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	PTPN22/TLR4/NOD2/TNFAIP3	4	geneontology_Biological_Process	0.00718132854578097
GO:0071350	GO:0071350	cellular response to interleukin-15	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	CD4/STAT5A/IL15RA/IL2RB	4	geneontology_Biological_Process	0.00718132854578097
GO:0090594	GO:0090594	inflammatory response to wounding	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	CCR2/TGFB1/SIGLEC10/HMOX1	4	geneontology_Biological_Process	0.00718132854578097
GO:1902713	GO:1902713	regulation of interferon-gamma secretion	4/557	13/17913	0.000528627035272341	0.00308327630096797	0.00228441393688739	PTPN22/CD2/CD244/RASGRP1	4	geneontology_Biological_Process	0.00718132854578097
GO:0030282	GO:0030282	bone mineralization	11/557	108/17913	0.000538711821815259	0.00313756942907388	0.00232463997127925	FGR/MEF2C/P2RX7/CCR1/GPNMB/TGFB1/SLC8A1/ADRB2/SNX10/SRGN/PTK2B	11	geneontology_Biological_Process	0.0197486535008977
GO:0019058	GO:0019058	viral life cycle	22/557	324/17913	0.00054004607357469	0.00314081471854517	0.00232704442153728	MRC1/CD4/CD86/CD80/SELPLG/CD74/CLEC5A/FCN1/CCR5/CD28/CR1/APOBEC3G/CCL2/IFI16/CTSB/SLAMF1/CD209/CXCR6/CXCR4/APOE/CCL8/CCL5	22	geneontology_Biological_Process	0.0394973070017953
GO:0007188	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	14/557	162/17913	0.00054716494370218	0.00317764468741985	0.00235433191898473	GPR65/P2RY12/PTGER4/MARCO/GNAI2/GNG2/FPR1/ABCA1/FPR2/S1PR4/CXCL10/RGS1/CXCL11/CXCL9	14	geneontology_Biological_Process	0.0251346499102334
GO:0006809	GO:0006809	nitric oxide biosynthetic process	9/557	76/17913	0.00056881893774253	0.00329866018128451	0.00244399286850034	AIF1/ITGB2/TLR4/SIRPA/ACP5/CX3CR1/JAK2/IL1B/PTK2B	9	geneontology_Biological_Process	0.0161579892280072
GO:0002204	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	7/557	47/17913	0.000578228758522916	0.00333409506697521	0.00247024674224445	PTPRC/CD28/CD40/TGFB1/CD40LG/FOXP3/TBX21	7	geneontology_Biological_Process	0.0125673249551167
GO:0002208	GO:0002208	somatic diversification of immunoglobulins involved in immune response	7/557	47/17913	0.000578228758522916	0.00333409506697521	0.00247024674224445	PTPRC/CD28/CD40/TGFB1/CD40LG/FOXP3/TBX21	7	geneontology_Biological_Process	0.0125673249551167
GO:0045190	GO:0045190	isotype switching	7/557	47/17913	0.000578228758522916	0.00333409506697521	0.00247024674224445	PTPRC/CD28/CD40/TGFB1/CD40LG/FOXP3/TBX21	7	geneontology_Biological_Process	0.0125673249551167
GO:0090630	GO:0090630	activation of GTPase activity	7/557	47/17913	0.000578228758522916	0.00333409506697521	0.00247024674224445	GPR65/CCR7/CORO1C/TIAM1/RASGRP1/PTK2B/CXCL13	7	geneontology_Biological_Process	0.0125673249551167
GO:2000116	GO:2000116	regulation of cysteine-type endopeptidase activity	17/557	222/17913	0.000599876069426545	0.00345398728293746	0.00255907544987033	NLRC4/NLRP3/CASP1/FAS/CD44/CARD16/TNFAIP8/JAK2/IFI16/NLRP1/FYN/LCK/PSMB9/SERPINB9/AIM2/CST7/BIRC3	17	geneontology_Biological_Process	0.0305206463195691
GO:0006956	GO:0006956	complement activation	12/557	128/17913	0.000651091899238314	0.0037435468801156	0.0027736115195523	C3AR1/VSIG4/C1QB/C1QC/C1QA/FCN1/C5AR1/CR1/SERPING1/IL1B/C1R/C1S	12	geneontology_Biological_Process	0.0215439856373429
GO:0010935	GO:0010935	regulation of macrophage cytokine production	4/557	14/17913	0.000721965920126419	0.00410434071610547	0.00304092537235867	CD74/TLR4/TGFB1/SEMA7A	4	geneontology_Biological_Process	0.00718132854578097
GO:0042976	GO:0042976	activation of Janus kinase activity	4/557	14/17913	0.000721965920126419	0.00410434071610547	0.00304092537235867	CD300A/JAK2/PTK2B/CCL5	4	geneontology_Biological_Process	0.00718132854578097
GO:0044546	GO:0044546	NLRP3 inflammasome complex assembly	4/557	14/17913	0.000721965920126419	0.00410434071610547	0.00304092537235867	NLRP3/TLR4/NLRC3/GBP5	4	geneontology_Biological_Process	0.00718132854578097
GO:0050862	GO:0050862	positive regulation of T cell receptor signaling pathway	4/557	14/17913	0.000721965920126419	0.00410434071610547	0.00304092537235867	TESPA1/CCR7/TRAT1/LCK	4	geneontology_Biological_Process	0.00718132854578097
